allele	threshold	threshold_min	threshold_max	mean_f1
IGKV19-EDGP*03	0.001	0.001	0.01	0.868907229539376
IGKV19-TVG6*04	0.001	0.001	0.01	0.868907229539376
IGKV19-W5LH*02/IGKV19-W5LH*05	0.001	0.001	0.004	0.868907229539376
IGKV5-GWIR*03	0.001	0.001	0.001	0.868907229539376
IGKV8-3EAT*01	0.001	0.001	0.004	0.868907229539376
IGKV8-3EAT*02	0.001	0.001	0.002	0.868907229539376
IGKV8-3EAT*08	0.001	0.001	0.002	0.868907229539376
IGKV8-7LGD*06	0.001	0.001	0.003	0.868907229539376
IGKV8-7TR6*03	0.001	0.001	0.007	0.868907229539376
IGKV8-7TR6*06	0.001	0.001	0.001	0.868907229539376
IGKV8-A5OK*02	0.001	0.001	0.002	0.868907229539376
IGKV8-CUUV*02	0.002	0.002	0.01	0.869194405086977
IGKV8-CUUV*04	0.001	0.001	0.007	0.868907229539376
IGKV8-CUUV*07	0.001	0.001	0.01	0.868907229539376
IGKV8-DTZ5*01	0.001	0.001	0.002	0.868907229539376
IGKV8-EG5C*01	0.001	0.001	0.001	0.868907229539376
IGKV8-EOM2*01	0.001	0.001	0.01	0.868907229539376
IGKV8-EOM2*04	0.001	0.001	0.02	0.868907229539376
IGKV8-EOM2*05	0.001	0.001	0.002	0.868907229539376
IGKV8-EOM2*08	0.001	0.001	0.008	0.868907229539376
IGKV8-HC74*01	0.001	0.001	0.006	0.868907229539376
IGKV8-HC74*03	0.001	0.001	0.006	0.868907229539376
IGKV8-LJWZ*01	0.001	0.001	0.002	0.868907229539376
IGKV8-LJWZ*02	0.001	0.001	0.001	0.868907229539376
IGKV8-LZS4*01	0.001	0.001	0.001	0.868907229539376
IGKV8-LZS4*06	0.001	0.001	0.003	0.868907229539376
IGKV8-PGG2*03	0.001	0.001	0.003	0.868907229539376
IGKV8-QHYS*07	0.001	0.001	0.006	0.868907229539376
IGKV8-QNWI*02/IGKV8-QNWI*05	0.001	0.001	0.01	0.868907229539376
IGKV8-QNWI*03	0.001	0.001	0.007	0.868907229539376
IGKV8-RGFL*04	0.001	0.001	0.01	0.868907229539376
IGKV8-WE66*02	0.001	0.001	0.002	0.868907229539376
IGKV8-WE66*05	0.001	0.001	0.003	0.868907229539376
IGKV8-XOAA*03	0.001	0.001	0.008	0.868907229539376
IGKV8-YUNW*02	0.001	0.001	0.004	0.868907229539376
IGKV1-2KYC*04	0.003	0.003	0.004	0.869019883296531
IGKV1-2KYC*07	0.001	0.001	0.003	0.868907229539376
IGKV1-2WKU*01	0.001	0.001	0.006	0.868907229539376
IGKV1-5WKL*08	0.001	0.001	0.01	0.868907229539376
IGKV1-6LII*02	0.001	0.001	0.001	0.868907229539376
IGKV1-7OW5*13	0.006	0.006	0.007	0.868952769866247
IGKV1-B6M4*06/IGKV1-B6M4*09/IGKV1-B6M4*10	0.002	0.002	0.002	0.869006805966151
IGKV1-BHT5*03	0.001	0.001	0.003	0.868907229539376
IGKV1-CQ6J*07	0.001	0.001	0.001	0.868907229539376
IGKV1-EDF3*02	0.001	0.001	0.008	0.868907229539376
IGKV1-EDF3*05	0.001	0.001	0.003	0.868907229539376
IGKV1-HJDQ*09	0.001	0.001	0.01	0.868907229539376
IGKV1-IQET*06	0.001	0.001	0.004	0.868907229539376
IGKV1-IQET*08	0.004	0.004	0.004	0.868952769866247
IGKV1-LK5T*04/IGKV1-LK5T*05	0.001	0.001	0.009	0.868907229539376
IGKV1-ZYRW*01	0.002	0.002	0.005	0.869001041689926
IGKV14-2QHW*01	0.001	0.001	0.001	0.868907229539376
IGKV14-IRUA*02	0.001	0.001	0.001	0.868907229539376
IGKV15-OWRA*03	0.003	0.003	0.003	0.868943730058037
IGKV17-3ZGD*03	0.001	0.001	0.005	0.868907229539376
IGKV19-6QFR*03	0.001	0.001	0.004	0.868907229539376
IGKV19-AOP2*01	0.001	0.001	0.003	0.868907229539376
IGKV19-CEBD*07	0.001	0.001	0.02	0.868907229539376
IGKV19-EDGP*07	0.001	0.001	0.009	0.868907229539376
IGKV19-FMAS*01	0.001	0.001	0.01	0.868907229539376
IGKV19-FMAS*08	0.001	0.001	0.9	0.868907229539376
IGKV19-LU4T*01	0.001	0.001	0.01	0.868907229539376
IGKV19-LU4T*13	0.001	0.001	0.9	0.868907229539376
IGKV19-TVG6*01	0.001	0.001	0.01	0.868907229539376
IGKV8-3EAT*04	0.001	0.001	0.002	0.868907229539376
IGKV8-5WB2*02	0.006	0.006	0.007	0.868943730058037
IGKV8-7LGD*05	0.004	0.004	0.004	0.868943730058037
IGKV8-A5OK*03	0.008	0.008	0.008	0.869198033727012
IGKV8-QHYS*04	0.001	0.001	0.01	0.868907229539376
IGKV8-RGFL*01	0.001	0.001	0.9	0.868907229539376
IGKV1-2CRK*04	0.001	0.001	0.9	0.868907229539376
IGKV1-3FP6*01	0.003	0.003	0.9	0.869628615507449
IGKV1-6B4R*01	0.002	0.002	0.007	0.869003633791064
IGKV1-6LII*04	0.001	0.001	0.003	0.868907229539376
IGKV1-7OW5*02	0.001	0.001	0.003	0.868907229539376
IGKV1-HJDQ*11	0.001	0.001	0.01	0.868907229539376
IGKV1-HSOV*05	0.001	0.001	0.9	0.868907229539376
IGKV1-LILF*01	0.001	0.001	0.9	0.868907229539376
IGKV1-LILF*05	0.001	0.001	0.01	0.868907229539376
IGKV1-LKT2*14	0.001	0.001	0.008	0.868907229539376
IGKV1-OOGS*07	0.001	0.001	0.005	0.868907229539376
IGKV1-QWTS*06	0.001	0.001	0.005	0.868907229539376
IGKV1-UB7T*07	0.004	0.004	0.008	0.868952769866247
IGKV1-ZLLK*06	0.001	0.001	0.001	0.868907229539376
IGKV14-IRUA*01	0.001	0.001	0.01	0.868907229539376
IGKV19-6QFR*01	0.001	0.001	0.004	0.868907229539376
IGKV19-6QFR*02	0.001	0.001	0.9	0.868907229539376
IGKV19-7UKD*09	0.001	0.001	0.006	0.868907229539376
IGKV19-AOP2*02	0.001	0.001	0.003	0.868907229539376
IGKV19-AOP2*06	0.001	0.001	0.001	0.868907229539376
IGKV19-ATHQ*01	0.001	0.001	0.005	0.868907229539376
IGKV19-E7WP*02	0.003	0.003	0.004	0.86899762102592
IGKV19-EDGP*04	0.001	0.001	0.01	0.868907229539376
IGKV19-TVG6*02	0.001	0.001	0.01	0.868907229539376
IGKV19-W3Y5*02	0.001	0.001	0.02	0.868907229539376
IGKV5-GWIR*02	0.001	0.001	0.001	0.868907229539376
IGKV8-3EAT*05	0.001	0.001	0.002	0.868907229539376
IGKV8-A5OK*04/IGKV8-A5OK*05	0.001	0.001	0.008	0.868907229539376
IGKV8-DTZ5*07	0.001	0.001	0.002	0.868907229539376
IGKV8-HC74*04	0.001	0.001	0.002	0.868907229539376
IGKV8-HC74*05	0.001	0.001	0.008	0.868907229539376
IGKV8-LJWZ*04	0.001	0.001	0.002	0.868907229539376
IGKV8-LJWZ*05	0.001	0.001	0.9	0.868907229539376
IGKV8-LZS4*02	0.001	0.001	0.9	0.868907229539376
IGKV8-QHYS*01	0.001	0.001	0.001	0.868907229539376
IGKV8-QHYS*06	0.001	0.001	0.01	0.868907229539376
IGKV8-QHYS*13	0.001	0.001	0.003	0.868907229539376
IGKV8-WE66*10	0.004	0.004	0.005	0.868952562510046
IGKV8-YUNW*01	0.002	0.002	0.01	0.869002145362286
IGKV8-YUNW*09	0.001	0.001	0.01	0.868907229539376
IGKV1-6MJ2*02	0.001	0.001	0.006	0.868907229539376
IGKV1-7OW5*14	0.001	0.001	0.003	0.868907229539376
IGKV1-BHT5*04	0.001	0.001	0.001	0.868907229539376
IGKV1-EDF3*06	0.001	0.001	0.01	0.868907229539376
IGKV1-EVIA*01/IGKV1-EVIA*03	0.001	0.001	0.005	0.868907229539376
IGKV1-JRTN*06	0.001	0.001	0.008	0.868907229539376
IGKV1-JRTN*11/IGKV1-JRTN*12	0.001	0.001	0.008	0.868907229539376
IGKV1-LKT2*03/IGKV1-LKT2*07/IGKV1-LKT2*12	0.001	0.001	0.01	0.868907229539376
IGKV1-O43I*01	0.002	0.002	0.008	0.868952769866247
IGKV1-O43I*03	0.001	0.001	0.9	0.868907229539376
IGKV1-UB7T*04	0.002	0.002	0.01	0.869003633791064
IGKV1-ZLLK*05	0.001	0.001	0.001	0.868907229539376
IGKV19-AOP2*08	0.001	0.001	0.003	0.868907229539376
IGKV19-ATHQ*07	0.001	0.001	0.002	0.868907229539376
IGKV19-ATHQ*10	0.001	0.001	0.005	0.868907229539376
IGKV19-ATHQ*12	0.002	0.002	0.005	0.868952769866247
IGKV19-LU4T*11	0.001	0.001	0.01	0.868907229539376
IGKV19-TVG6*07	0.001	0.001	0.01	0.868907229539376
IGKV5-GWIR*01	0.001	0.001	0.001	0.868907229539376
IGKV5-OWMC*01	0.001	0.001	0.001	0.868907229539376
IGKV8-7LGD*07	0.001	0.001	0.004	0.868907229539376
IGKV8-DTZ5*03	0.001	0.001	0.9	0.868907229539376
IGKV8-DTZ5*05	0.001	0.001	0.001	0.868907229539376
IGKV8-WE66*11	0.001	0.001	0.001	0.868907229539376
IGKV1-2KYC*03	0.007	0.007	0.008	0.868952769866247
IGKV1-2WKU*05	0.001	0.001	0.9	0.868907229539376
IGKV1-C6ID*03	0.005	0.005	0.01	0.868952769866247
IGKV1-CQ6J*03	0.001	0.001	0.9	0.868907229539376
IGKV1-JRTN*03	0.001	0.001	0.005	0.868907229539376
IGKV1-JRTN*15	0.001	0.001	0.01	0.868907229539376
IGKV1-LILF*03	0.002	0.002	0.9	0.868995025851931
IGKV1-OYRW*03	0.001	0.001	0.001	0.868907229539376
IGKV1-QWTS*05	0.005	0.005	0.008	0.868952769866247
IGKV19-CEBD*01	0.001	0.001	0.9	0.868907229539376
IGKV19-EDGP*05	0.001	0.001	0.01	0.868907229539376
IGKV19-TVG6*06	0.002	0.002	0.01	0.869006805966151
IGKV19-W5LH*04	0.001	0.001	0.003	0.868907229539376
IGKV8-7TR6*08	0.001	0.001	0.001	0.868907229539376
IGKV8-A5OK*01	0.001	0.001	0.001	0.868907229539376
IGKV8-CUUV*05	0.001	0.001	0.9	0.868907229539376
IGKV8-EOM2*02	0.006	0.006	0.01	0.869106299636404
IGKV8-LJWZ*07	0.001	0.001	0.005	0.868907229539376
IGKV8-LZS4*08	0.001	0.001	0.002	0.868907229539376
IGKV8-PGG2*01	0.002	0.002	0.003	0.868952769866247
IGKV8-PGG2*02	0.001	0.001	0.005	0.868907229539376
IGKV1-2WKU*02	0.001	0.001	0.004	0.868907229539376
IGKV1-7OW5*03	0.001	0.001	0.002	0.868907229539376
IGKV1-HJDQ*06	0.001	0.001	0.01	0.868907229539376
IGKV1-HJDQ*12	0.001	0.001	0.01	0.868907229539376
IGKV19-AOP2*04	0.001	0.001	0.008	0.868907229539376
IGKV19-CEBD*08	0.001	0.001	0.03	0.868907229539376
IGKV19-E7WP*01	0.001	0.001	0.01	0.868907229539376
IGKV8-LZS4*07	0.001	0.001	0.003	0.868907229539376
IGKV1-2KYC*01	0.001	0.001	0.005	0.868907229539376
IGKV1-6LII*05	0.001	0.001	0.003	0.868907229539376
IGKV1-CL4V*10	0.001	0.001	0.004	0.868907229539376
IGKV1-HSOV*04	0.001	0.001	0.9	0.868907229539376
IGKV1-JRTN*01	0.001	0.001	0.007	0.868907229539376
IGKV1-LK5T*03	0.001	0.001	0.01	0.868907229539376
IGKV1-QWTS*01	0.001	0.001	0.005	0.868907229539376
IGKV1-ZLLK*01	0.001	0.001	0.001	0.868907229539376
IGKV15-OWRA*01	0.001	0.001	0.002	0.868907229539376
IGKV19-AOP2*07	0.001	0.001	0.01	0.868907229539376
IGKV19-W3Y5*01	0.001	0.001	0.005	0.868907229539376
IGKV8-7LGD*01	0.001	0.001	0.002	0.868907229539376
IGKV8-7TR6*01	0.001	0.001	0.005	0.868907229539376
IGKV8-QHYS*03	0.001	0.001	0.001	0.868907229539376
IGKV8-QHYS*09	0.001	0.001	0.006	0.868907229539376
IGKV8-XOAA*01	0.001	0.001	0.001	0.868907229539376
IGKV1-2WKU*06	0.003	0.003	0.01	0.869148750544709
IGKV1-7OW5*15	0.001	0.001	0.9	0.868907229539376
IGKV1-CL4V*01	0.001	0.001	0.9	0.868907229539376
IGKV8-DTZ5*02	0.001	0.001	0.9	0.868907229539376
IGKV1-2WKU*12	0.001	0.001	0.9	0.868907229539376
IGKV1-BHT5*02	0.002	0.002	0.005	0.868952769866247
IGKV1-IQET*07	0.004	0.004	0.005	0.868952769866247
IGKV1-JRTN*09	0.005	0.005	0.009	0.868952769866247
IGKV19-7UKD*07	0.003	0.003	0.02	0.868952769866247
IGKV19-CEBD*03	0.001	0.001	0.02	0.868907229539376
IGKV19-CEBD*06	0.02	0.02	0.02	0.868952769866247
IGKV19-TVG6*05	0.002	0.002	0.004	0.868952769866247
IGKV19-W5LH*03	0.001	0.001	0.9	0.868907229539376
IGKV8-7LGD*03	0.001	0.001	0.9	0.868907229539376
IGKV1-2WKU*07	0.001	0.001	0.008	0.868907229539376
IGKV1-6LII*01	0.001	0.001	0.001	0.868907229539376
IGKV1-HJDQ*07	0.001	0.001	0.9	0.868907229539376
IGKV1-RYUQ*01	0.001	0.001	0.9	0.868907229539376
IGKV1-ZLLK*02	0.001	0.001	0.001	0.868907229539376
IGKV19-FKIG*05	0.001	0.001	0.007	0.868907229539376
IGKV8-WE66*04	0.001	0.001	0.003	0.868907229539376
IGKV1-B6M4*07	0.001	0.001	0.007	0.868907229539376
IGKV1-ZLLK*03	0.001	0.001	0.002	0.868907229539376
IGKV1-ZYRW*05	0.001	0.001	0.008	0.868907229539376
IGKV18-6TCR*01	0.001	0.001	0.001	0.868907229539376
IGKV18-CBIS*02	0.001	0.001	0.003	0.868907229539376
IGKV19-W5LH*01	0.001	0.001	0.005	0.868907229539376
IGKV8-EG5C*03	0.001	0.001	0.001	0.868907229539376
IGKV1-2WKU*04	0.001	0.001	0.004	0.868907229539376
IGKV1-7OW5*10	0.001	0.001	0.02	0.868907229539376
IGKV1-BHT5*08	0.001	0.001	0.003	0.868907229539376
IGKV1-CQ6J*06	0.001	0.001	0.001	0.868907229539376
IGKV1-HSOV*07	0.001	0.001	0.001	0.868907229539376
IGKV19-ATHQ*03	0.001	0.001	0.01	0.868907229539376
IGKV19-ATHQ*08	0.001	0.001	0.007	0.868907229539376
IGKV8-EOM2*06	0.001	0.001	0.002	0.868907229539376
IGKV8-LJWZ*03	0.001	0.001	0.004	0.868907229539376
IGKV1-2KYC*08	0.001	0.001	0.006	0.868907229539376
IGKV1-T2VG*01	0.001	0.001	0.001	0.868907229539376
IGKV19-FKIG*03/IGKV19-FKIG*06	0.001	0.001	0.9	0.868907229539376
IGKV8-5WB2*03	0.001	0.001	0.005	0.868907229539376
IGKV8-EG5C*02	0.001	0.001	0.001	0.868907229539376
IGKV1-2KYC*06	0.001	0.001	0.01	0.868907229539376
IGKV1-EVIA*04	0.001	0.001	0.9	0.868907229539376
IGKV1-OYRW*08	0.001	0.001	0.9	0.868907229539376
IGKV8-HC74*06	0.001	0.001	0.009	0.868907229539376
IGKV1-2KYC*05	0.002	0.002	0.9	0.869195921652984
IGKV1-7OW5*01	0.001	0.001	0.004	0.868907229539376
IGKV1-IQET*05	0.001	0.001	0.9	0.868907229539376
IGKV1-FF5H*06	0.001	0.001	0.007	0.868907229539376
IGKV1-VC23*01	0.001	0.001	0.001	0.868907229539376
IGKV19-AOP2*09	0.001	0.001	0.001	0.868907229539376
IGKV19-EDGP*06	0.001	0.001	0.01	0.868907229539376
IGKV8-3EAT*07	0.001	0.001	0.001	0.868907229539376
IGKV8-7LGD*04	0.001	0.001	0.006	0.868907229539376
IGKV8-QHYS*05	0.001	0.001	0.007	0.868907229539376
IGKV8-QHYS*12	0.001	0.001	0.004	0.868907229539376
IGKV8-QNWI*01	0.001	0.001	0.01	0.868907229539376
IGKV8-WE66*08	0.001	0.001	0.006	0.868907229539376
IGKV1-5WKL*07	0.001	0.001	0.005	0.868907229539376
IGKV1-BHT5*09	0.001	0.001	0.003	0.868907229539376
IGKV1-JRTN*16	0.001	0.001	0.007	0.868907229539376
IGKV1-LKT2*13	0.001	0.001	0.001	0.868907229539376
IGKV19-LU4T*08	0.001	0.001	0.01	0.868907229539376
IGKV8-2SZ4*17	0.001	0.001	0.007	0.868907229539376
IGKV8-3EAT*03	0.001	0.001	0.001	0.868907229539376
IGKV8-7TR6*04	0.001	0.001	0.9	0.868907229539376
IGKV8-CUUV*03	0.001	0.001	0.9	0.868907229539376
IGKV8-RQVU*01	0.001	0.001	0.9	0.868907229539376
IGKV1-CQ6J*08	0.001	0.001	0.002	0.868907229539376
IGKV8-DTZ5*06	0.001	0.001	0.001	0.868907229539376
IGKV8-WE66*09	0.001	0.001	0.002	0.868907229539376
IGKV1-CQ6J*01	0.001	0.001	0.9	0.868907229539376
IGKV1-LKT2*09	0.001	0.001	0.008	0.868907229539376
IGKV8-DTZ5*04	0.001	0.001	0.003	0.868907229539376
IGKV8-WE66*06	0.001	0.001	0.004	0.868907229539376
IGKV11-E3QL*01/IGKV11-E3QL*02	0.001	0.001	0.9	0.868907229539376
IGKV19-FKIG*01	0.001	0.001	0.007	0.868907229539376
IGKV1-C6ID*04	0.001	0.001	0.001	0.868907229539376
IGKV19-LU4T*10	0.001	0.001	0.9	0.868907229539376
IGKV1-IQET*02	0.001	0.001	0.9	0.868907229539376
IGKV1-CL4V*09	0.001	0.001	0.9	0.868907229539376
IGKV19-ATHQ*09	0.001	0.001	0.9	0.868907229539376
IGKV8-HC74*02	0.001	0.001	0.008	0.868907229539376
IGKV1-LKT2*10	0.001	0.001	0.01	0.868907229539376
IGKV19-TVG6*03	0.001	0.001	0.9	0.868907229539376
IGKV1-HSOV*01	0.001	0.001	0.9	0.868907229539376
IGKV12-DMH6*03	0.001	0.001	0.9	0.868907229539376
IGKV1-HSOV*06	0.001	0.001	0.9	0.868907229539376
IGKV1-2WKU*17	0.001	0.001	0.008	0.868907229539376
IGKV8-7TR6*05	0.001	0.001	0.01	0.868907229539376
IGKV8-EOM2*09	0.001	0.001	0.9	0.868907229539376
IGKV19-LU4T*09	0.001	0.001	0.01	0.868907229539376
IGKV19-ATHQ*11	0.001	0.001	0.01	0.868907229539376
IGKV1-OOGS*01	0.001	0.001	0.9	0.868907229539376
IGKV19-E7WP*03	0.001	0.001	0.9	0.868907229539376
IGKV19-EDGP*01	0.001	0.001	0.01	0.868907229539376
IGKV1-B6M4*08	0.001	0.001	0.9	0.868907229539376
IGKV19-LU4T*12	0.001	0.001	0.9	0.868907229539376
IGKV19-W3Y5*07	0.001	0.001	0.9	0.868907229539376
IGKV1-LKT2*11	0.001	0.001	0.9	0.868907229539376
IGKV1-2CRK*08	0.001	0.001	0.9	0.868907229539376
IGKV1-2CRK*01	0.001			
IGKV1-2CRK*02	0.001			
IGKV1-2CRK*07	0.001			
IGKV1-2WKU*03	0.001			
IGKV1-2WKU*16	0.001			
IGKV1-2WKU*20	0.001			
IGKV1-4YW5*01	0.001			
IGKV1-4YW5*02	0.001			
IGKV1-4YW5*03	0.001			
IGKV1-4YW5*04	0.001			
IGKV1-5WKL*01	0.001			
IGKV1-5WKL*02	0.001			
IGKV1-5WKL*04	0.001			
IGKV1-5WKL*05	0.001			
IGKV1-6B4R*02	0.001			
IGKV1-6P2I*01	0.001			
IGKV1-6P2I*02	0.001			
IGKV1-7CWE*01	0.001			
IGKV1-7CWE*02	0.001			
IGKV1-7CWE*03	0.001			
IGKV1-7OW5*08	0.001			
IGKV1-7OW5*11	0.001			
IGKV1-7OW5*12	0.001			
IGKV1-7OW5*17	0.001			
IGKV1-7OW5*18	0.001			
IGKV1-ACWK*08	0.001			
IGKV1-AUQR*01	0.001			
IGKV1-B6M4*01	0.001			
IGKV1-B6M4*02	0.001			
IGKV1-B6M4*03	0.001			
IGKV1-B6M4*04	0.001			
IGKV1-BHT5*01	0.001			
IGKV1-BHT5*05	0.001			
IGKV1-BHT5*06	0.001			
IGKV1-C6ID*01	0.001			
IGKV1-CL4V*04	0.001			
IGKV1-CL4V*05	0.001			
IGKV1-CL4V*06	0.001			
IGKV1-CL4V*07	0.001			
IGKV1-CL4V*08	0.001			
IGKV1-CQ6J*04	0.001			
IGKV1-CQ6J*05	0.001			
IGKV1-CWVM*01	0.001			
IGKV1-DLWB*01	0.001			
IGKV1-EDF3*01	0.001			
IGKV1-FF5H*01	0.001			
IGKV1-FF5H*02	0.001			
IGKV1-FF5H*03	0.001			
IGKV1-FF5H*04	0.001			
IGKV1-FUJJ*01	0.001			
IGKV1-HJDQ*02	0.001			
IGKV1-HJDQ*03	0.001			
IGKV1-HJDQ*04	0.001			
IGKV1-HJDQ*05	0.001			
IGKV1-HJDQ*08	0.001			
IGKV1-HJDQ*10	0.001			
IGKV1-HO7L*01	0.001			
IGKV1-HO7L*02	0.001			
IGKV1-HSOV*02	0.001			
IGKV1-HSOV*08	0.001			
IGKV1-HSOV*09	0.001			
IGKV1-IQET*01	0.001			
IGKV1-IQET*03	0.001			
IGKV1-JRTN*02	0.001			
IGKV1-JRTN*04	0.001			
IGKV1-JRTN*05	0.001			
IGKV1-JRTN*07	0.001			
IGKV1-JRTN*08	0.001			
IGKV1-JRTN*13	0.001			
IGKV1-JRTN*14	0.001			
IGKV1-KXQ5*01	0.001			
IGKV1-KXQ5*02	0.001			
IGKV1-KXQ5*03	0.001			
IGKV1-KXQ5*04	0.001			
IGKV1-LILF*04	0.001			
IGKV1-LJEY*01	0.001			
IGKV1-LK5T*01	0.001			
IGKV1-LK5T*02	0.001			
IGKV1-MIM3*01	0.001			
IGKV1-MIM3*02	0.001			
IGKV1-O43I*04	0.001			
IGKV1-OOGS*03	0.001			
IGKV1-OOGS*04	0.001			
IGKV1-OOGS*05	0.001			
IGKV1-OOGS*06	0.001			
IGKV1-OYRW*01	0.001			
IGKV1-OYRW*02	0.001			
IGKV1-OYRW*05	0.001			
IGKV1-OYRW*06	0.001			
IGKV1-OYRW*07	0.001			
IGKV1-OYRW*09	0.001			
IGKV1-QWTS*02	0.001			
IGKV1-QWTS*03	0.001			
IGKV1-QWTS*07	0.001			
IGKV1-T2VG*02	0.001			
IGKV1-UB7T*01	0.001			
IGKV1-UB7T*03	0.001			
IGKV1-UB7T*05	0.001			
IGKV1-UB7T*06	0.001			
IGKV1-VM5J*01	0.001			
IGKV1-WGWJ*01	0.001			
IGKV1-X3UN*01	0.001			
IGKV1-X3UN*02	0.001			
IGKV1-X3UN*03	0.001			
IGKV1-X3UN*04	0.001			
IGKV1-Z22Q*01	0.001			
IGKV1-Z22Q*02	0.001			
IGKV1-Z22Q*03	0.001			
IGKV1-Z22Q*04	0.001			
IGKV1-Z22Q*05	0.001			
IGKV1-ZIOR*01	0.001			
IGKV1-ZYRW*03	0.001			
IGKV1-ZYRW*06	0.001			
IGKV1-ZYRW*07	0.001			
IGKV10-7UZD*01	0.001			
IGKV10-7UZD*02	0.001			
IGKV10-B432*01	0.001			
IGKV11-ZWEU*01	0.001			
IGKV12-DMH6*01	0.001			
IGKV12-DMH6*02	0.001			
IGKV15-OWRA*02	0.001			
IGKV18-6TCR*03	0.001			
IGKV19-7UKD*08	0.001			
IGKV19-AOP2*05	0.001			
IGKV19-ATHQ*05	0.001			
IGKV19-ATHQ*06	0.001			
IGKV19-ATHQ*13	0.001			
IGKV19-ATHQ*14	0.001			
IGKV19-CEBD*02	0.001			
IGKV19-CEBD*04	0.001			
IGKV19-CEBD*05	0.001			
IGKV19-E7WP*04	0.001			
IGKV19-FKIG*02	0.001			
IGKV19-FKIG*04	0.001			
IGKV19-FMAS*06	0.001			
IGKV19-FMAS*07	0.001			
IGKV19-FMAS*09	0.001			
IGKV19-FMAS*10	0.001			
IGKV19-LU4T*07	0.001			
IGKV19-LU4T*14	0.001			
IGKV19-UK4L*01	0.001			
IGKV19-W3Y5*04	0.001			
IGKV19-W3Y5*05	0.001			
IGKV19-W3Y5*06	0.001			
IGKV8-3EAT*06	0.001			
IGKV8-5WB2*01	0.001			
IGKV8-5XBI*01	0.001			
IGKV8-7LGD*02	0.001			
IGKV8-7TR6*02	0.001			
IGKV8-7TR6*07	0.001			
IGKV8-CUUV*01	0.001			
IGKV8-CUUV*06	0.001			
IGKV8-EOM2*03	0.001			
IGKV8-EOM2*13	0.001			
IGKV8-LF7B*01	0.001			
IGKV8-LJWZ*06	0.001			
IGKV8-PGG2*04	0.001			
IGKV8-QHYS*08	0.001			
IGKV8-QHYS*10	0.001			
IGKV8-QNWI*04	0.001			
IGKV8-RGFL*02	0.001			
IGKV8-RGFL*03	0.001			
IGKV8-RQVU*02	0.001			
IGKV8-RQVU*03	0.001			
IGKV8-WE66*01	0.001			
IGKV8-XOAA*02	0.001			
IGKV8-YUNW*03	0.001			
IGKV8-ZBTP*01	0.001			
IGKV8-ZTTY*01	0.001			
IGKV8-ZTTY*02	0.001			
IGKV8-ZTTY*03	0.001			
IGKV8-ZTTY*04	0.001			
IGKV8-ZTTY*05	0.001			
IGKV8-ZTTY*07	0.001			
IGHJ1-PVVP*01	0.001	0.001	0.01	0.931101287065592
IGHJ1-PVVP*02	0.001	0.001	0.008	0.931101287065592
IGHJ2-DDLH*01	0.001	0.001	0.004	0.931101287065592
IGHJ2-DDLH*02	0.001	0.001	0.01	0.931101287065592
IGHJ3-XRNC*01	0.001	0.001	0.02	0.931101287065592
IGHJ4-JSJ6*01	0.001	0.001	0.4	0.931101287065592
IGHJ4-JSJ6*02	0.02	0.02	0.9	0.98603900399566
IGHJ5-MIQL*02	0.002	0.002	0.05	0.942177998451901
IGHJ5-MIQL*03	0.003	0.003	0.03	0.932394111887829
IGHJ5-XD6S*03	0.001	0.001	0.04	0.931101287065592
IGHJ6-GAIV*01	0.001	0.001	0.09	0.931101287065592
IGHJ5-MIQL*01	0.001	0.001	0.05	0.931101287065592
IGHJ5-XD6S*01	0.001	0.001	0.04	0.931101287065592
IGHJ6-GAIV*02	0.001	0.001	0.9	0.931101287065592
IGHJ5-XD6S*02	0.001	0.001	0.9	0.931101287065592
IGLJ2-4GA4*01	0.001	0.001	0.1	0.925179395767631
IGLJ2-LMZW*01	0.001	0.001	0.1	0.925179395767631
IGLJ2-XOP7*01	0.001	0.001	0.1	0.925179395767631
IGLJ2-YWNK*01	0.001	0.001	0.1	0.925179395767631
IGLJ7-3R4H*02	0.003	0.003	0.05	0.926687691393574
IGLJ7-3R4H*01	0.002	0.002	0.006	0.929635723753371
IGLJ7-JLWC*01	0.001	0.001	0.001	0.925179395767631
IGLJ9-PIRL*01	0.002	0.002	0.9	0.934434846199552
IGLJ7-SPEB*01	0.001			
IGLJ7-ZOTR*01	0.001			
IGLJ8-U5VX*01	0.001			
IGKJ2-KYRI*01	0.001	0.001	0.2	0.986928104575163
IGKJ3-6HXQ*01	0.02	0.02	0.1	0.991285403050109
IGKJ3-CVFT*01	0.001	0.001	0.2	0.986928104575163
IGKJ3-NIUP*01	0.001	0.001	0.1	0.986928104575163
IGKJ3-6HXQ*02	0.002	0.002	0.1	0.991285403050109
IGKJ5-JDIR*01	0.001	0.001	0.9	0.986928104575163
